age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
45;management;single;tertiary;no;13341;no;no;unknown;30;aug;2357;1;-1;8;other;yes
92;blue-collar;divorced;secondary;no;2801;yes;no;cellular;7;sep;1660;19;111;9;unknown;no
82;admin.;single;secondary;no;13346;yes;no;cellular;15;nov;1822;14;-1;5;success;yes
66;retired;divorced;tertiary;no;-242;no;no;unknown;7;aug;2297;14;27;3;unknown;no
64;management;married;secondary;no;3780;yes;yes;unknown;13;dec;1402;4;38;2;unknown;no
69;blue-collar;married;secondary;no;9260;yes;no;telephone;12;jun;941;7;-1;7;unknown;no
71;admin.;single;secondary;no;6973;yes;no;unknown;18;feb;2787;20;-1;1;unknown;no
77;unknown;single;secondary;no;10413;no;no;cellular;7;feb;2672;11;-1;7;unknown;yes
74;management;single;unknown;no;-1160;no;no;cellular;7;dec;91;2;-1;6;unknown;no
64;student;single;secondary;no;10299;no;yes;cellular;15;oct;1465;18;-1;1;unknown;no
48;management;married;primary;yes;3559;no;no;cellular;9;jul;1704;10;-1;1;unknown;no
63;admin.;married;tertiary;no;3926;yes;no;cellular;6;sep;2622;1;-1;1;unknown;no
43;blue-collar;divorced;secondary;no;6707;no;yes;cellular;26;jun;2531;23;-1;0;unknown;no
22;entrepreneur;married;primary;no;14175;no;no;cellular;27;jan;2881;14;335;6;unknown;no
69;technician;married;secondary;no;9654;no;no;cellular;26;sep;2349;25;-1;7;success;yes
92;self-employed;single;tertiary;no;11991;no;yes;cellular;9;jul;487;28;-1;6;unknown;no
71;blue-collar;married;secondary;no;9271;yes;no;cellular;19;mar;483;10;-1;3;unknown;no
50;unemployed;single;secondary;no;5675;yes;no;telephone;24;feb;647;18;-1;8;unknown;no
67;entrepreneur;married;secondary;no;7339;no;yes;cellular;20;mar;550;7;240;1;unknown;no
55;unknown;single;primary;no;594;no;no;cellular;30;feb;1944;24;-1;4;unknown;no
44;unknown;single;primary;no;1656;no;no;unknown;16;nov;2510;19;-1;1;unknown;no
32;blue-collar;married;tertiary;no;7740;no;no;unknown;16;oct;1373;4;-1;2;unknown;no
78;blue-collar;married;unknown;no;1155;no;no;cellular;27;feb;302;14;-1;1;unknown;no
38;management;married;secondary;no;-1022;no;no;cellular;1;apr;417;9;-1;7;unknown;no
63;services;married;secondary;no;8497;yes;no;cellular;23;jun;2115;4;-1;9;unknown;no
86;management;married;tertiary;no;10075;yes;no;cellular;13;mar;2104;6;-1;5;unknown;yes
23;unemployed;married;secondary;no;589;no;no;cellular;19;sep;1493;24;-1;4;unknown;no
55;services;married;secondary;no;3942;yes;yes;cellular;4;may;1176;26;47;4;unknown;no
79;blue-collar;married;tertiary;no;508;no;no;cellular;19;may;200;2;-1;8;other;no
79;admin.;married;tertiary;no;10511;no;no;cellular;22;jul;2646;1;-1;1;unknown;no
91;services;single;secondary;no;3915;no;no;cellular;10;sep;829;23;-1;0;success;yes
63;blue-collar;married;secondary;no;45;yes;no;cellular;13;jan;1271;17;106;5;unknown;no
30;technician;single;primary;no;6439;yes;no;unknown;1;sep;1137;4;397;7;unknown;no
20;blue-collar;single;secondary;no;7576;no;no;cellular;13;feb;1401;5;-1;7;unknown;no
23;entrepreneur;single;tertiary;no;7564;yes;no;cellular;10;mar;1739;18;395;5;unknown;no
25;admin.;single;secondary;no;9105;no;no;cellular;15;dec;2182;26;258;2;unknown;no
61;services;married;secondary;no;13765;no;yes;cellular;29;may;2910;13;-1;2;unknown;no
50;blue-collar;single;secondary;no;12793;yes;no;cellular;15;oct;773;20;-1;1;unknown;no
92;technician;married;secondary;no;12921;no;no;cellular;7;dec;949;27;-1;1;success;no
94;management;divorced;primary;no;5181;yes;no;cellular;26;apr;1146;27;-1;1;unknown;no
67;technician;divorced;tertiary;no;-1956;yes;no;unknown;14;may;2642;26;-1;6;unknown;no
28;retired;married;secondary;no;2511;yes;no;cellular;8;oct;2260;11;-1;9;unknown;no
45;admin.;married;secondary;no;13421;no;yes;cellular;19;may;786;23;117;8;unknown;no
87;student;married;secondary;no;5775;yes;no;unknown;25;dec;2549;20;-1;9;unknown;no
58;admin.;single;tertiary;no;8707;yes;no;cellular;18;may;1298;27;-1;6;unknown;no
33;management;married;secondary;no;11372;yes;no;cellular;15;oct;1259;1;-1;7;success;no
85;blue-collar;married;secondary;no;5948;yes;no;cellular;26;oct;1569;12;-1;4;unknown;no
65;student;married;secondary;no;9079;yes;yes;cellular;27;oct;170;13;-1;1;unknown;no
73;technician;married;secondary;no;6216;yes;no;cellular;26;may;1676;26;-1;7;unknown;yes
81;management;divorced;tertiary;no;8006;no;no;cellular;9;nov;2467;4;-1;4;unknown;yes
76;management;single;secondary;no;-775;yes;no;cellular;12;feb;1120;27;-1;8;unknown;yes
79;student;married;tertiary;no;-752;no;no;cellular;21;nov;2871;12;-1;5;unknown;no
93;admin.;married;tertiary;no;13869;yes;no;cellular;22;jan;2068;6;-1;6;unknown;yes
28;technician;married;unknown;no;3698;no;no;unknown;14;oct;2337;13;-1;0;unknown;no
35;blue-collar;married;secondary;no;2848;yes;no;unknown;2;nov;2669;14;-1;7;unknown;no
36;unknown;single;secondary;no;7905;no;no;cellular;5;aug;1816;12;-1;6;unknown;no
72;services;married;secondary;no;9783;no;yes;unknown;22;mar;1105;21;-1;6;unknown;no
43;technician;married;primary;no;11388;no;no;telephone;5;dec;2154;29;-1;6;unknown;no
23;self-employed;divorced;tertiary;no;1138;no;no;unknown;14;jul;1802;20;12;6;failure;yes
21;management;divorced;tertiary;no;8924;yes;no;cellular;4;aug;1810;2;-1;0;unknown;yes
46;management;married;tertiary;no;2642;no;no;unknown;24;nov;2736;26;387;8;unknown;yes
76;admin.;married;secondary;no;3196;yes;no;unknown;2;dec;2992;27;-1;6;unknown;yes
34;retired;married;primary;no;9155;no;no;cellular;1;jun;1953;22;-1;6;unknown;no
60;retired;single;secondary;no;10055;no;no;telephone;2;jun;1921;12;-1;0;unknown;yes
83;technician;divorced;tertiary;no;4198;no;no;unknown;13;nov;2333;6;-1;5;unknown;no
51;management;married;secondary;no;6072;yes;no;cellular;27;mar;620;22;36;9;unknown;no
25;admin.;married;primary;no;13965;yes;no;cellular;20;sep;1573;4;-1;7;unknown;no
30;blue-collar;divorced;secondary;no;7688;yes;no;cellular;17;mar;2830;24;-1;4;unknown;no
25;self-employed;single;unknown;no;9919;yes;no;cellular;25;may;727;1;-1;0;unknown;no
82;blue-collar;divorced;tertiary;no;7927;yes;no;cellular;13;jun;2875;26;-1;4;unknown;yes
60;blue-collar;married;tertiary;no;12059;yes;no;cellular;17;jan;131;8;193;1;unknown;no
56;technician;married;tertiary;no;12649;no;no;cellular;5;nov;338;8;-1;1;other;no
76;retired;married;secondary;no;3490;no;no;unknown;24;sep;220;21;170;3;failure;no
61;management;married;primary;yes;14432;no;no;cellular;25;jul;781;25;-1;3;unknown;yes
26;blue-collar;married;secondary;no;3916;yes;no;cellular;25;nov;2896;12;-1;9;failure;yes
54;services;married;secondary;no;9526;no;no;cellular;8;dec;76;25;-1;6;unknown;no
91;blue-collar;married;tertiary;no;-254;no;no;unknown;22;jan;2652;26;-1;8;unknown;no
53;services;divorced;secondary;no;6170;no;no;cellular;22;jun;591;4;-1;1;unknown;no
45;admin.;married;primary;yes;-1367;yes;no;unknown;29;jul;2097;16;-1;7;unknown;no
59;technician;single;secondary;no;10889;yes;no;cellular;12;may;2795;14;-1;7;unknown;no
60;management;married;secondary;no;14559;no;no;cellular;9;may;1366;14;-1;7;success;no
59;management;single;secondary;no;13140;yes;no;cellular;18;jul;331;2;-1;8;unknown;no
83;retired;married;secondary;no;6152;no;no;cellular;16;mar;1175;17;355;8;unknown;no
72;retired;single;secondary;no;13718;yes;yes;unknown;19;mar;2725;24;-1;9;unknown;no
89;blue-collar;married;secondary;no;2392;yes;no;cellular;22;jan;1404;8;-1;6;unknown;no
65;student;married;secondary;no;3379;no;no;cellular;8;aug;957;27;301;4;unknown;no
39;blue-collar;single;secondary;no;6666;yes;no;unknown;7;feb;2368;7;-1;6;unknown;no
44;technician;married;secondary;no;7838;yes;no;cellular;24;mar;1113;13;-1;6;unknown;no
84;technician;married;tertiary;yes;-42;yes;no;cellular;21;jul;528;29;-1;9;unknown;no
30;entrepreneur;single;primary;no;4679;no;no;unknown;9;oct;867;11;157;9;unknown;yes
62;technician;divorced;primary;no;13921;yes;no;cellular;22;oct;1936;19;-1;6;unknown;no
27;housemaid;married;secondary;no;11348;no;no;unknown;12;nov;740;19;-1;7;unknown;no
26;admin.;married;primary;no;5348;yes;yes;unknown;14;aug;1306;10;-1;1;unknown;no
71;unemployed;married;secondary;no;3884;no;no;cellular;10;sep;1757;24;-1;3;unknown;no
44;self-employed;married;tertiary;yes;10312;no;no;cellular;16;aug;1256;28;168;8;unknown;no
51;management;divorced;tertiary;no;6828;yes;no;cellular;29;jul;1375;11;-1;3;success;yes
18;management;married;secondary;no;1820;yes;no;cellular;2;oct;715;16;-1;1;unknown;no
49;entrepreneur;married;secondary;no;2322;yes;no;unknown;6;jan;432;8;59;6;unknown;yes
88;unknown;divorced;secondary;no;3467;no;no;cellular;11;jan;2004;2;-1;5;failure;yes
84;blue-collar;married;secondary;no;10325;yes;yes;cellular;4;nov;2017;14;-1;3;unknown;yes
37;blue-collar;single;secondary;no;3502;yes;no;cellular;5;aug;2427;17;-1;7;unknown;no
52;management;married;tertiary;no;4449;yes;no;cellular;5;jul;256;17;383;5;unknown;no
34;management;married;secondary;yes;-1018;yes;no;telephone;17;feb;2444;11;-1;7;unknown;yes
35;management;married;secondary;no;6923;yes;no;unknown;26;sep;2836;1;-1;3;unknown;no
62;blue-collar;married;tertiary;no;12989;no;no;telephone;5;oct;2304;19;-1;1;unknown;yes
70;blue-collar;married;tertiary;no;11429;no;no;unknown;26;jul;2206;1;384;5;other;no
85;blue-collar;married;tertiary;no;12396;yes;yes;cellular;11;sep;2876;24;-1;8;unknown;no
82;technician;married;secondary;no;8792;no;no;cellular;9;nov;202;24;-1;8;unknown;yes
18;blue-collar;married;secondary;no;3905;no;no;cellular;15;jan;2037;25;-1;8;unknown;no
75;student;married;tertiary;no;2073;no;no;unknown;24;nov;687;4;193;2;other;no
43;student;married;secondary;no;234;yes;no;cellular;24;mar;81;24;188;2;unknown;no
37;technician;married;secondary;no;13273;yes;yes;unknown;3;oct;1469;7;-1;9;unknown;no
27;technician;single;tertiary;no;5631;no;no;unknown;16;feb;1048;20;157;2;unknown;no
76;blue-collar;married;secondary;no;10061;no;no;unknown;9;jun;2977;1;-1;4;unknown;no
92;blue-collar;married;tertiary;no;14485;yes;no;cellular;25;oct;17;28;-1;4;unknown;yes
58;management;single;tertiary;no;9899;yes;no;cellular;26;apr;960;11;-1;4;unknown;yes
22;blue-collar;married;tertiary;no;11738;yes;no;cellular;23;feb;1819;13;-1;7;unknown;no
82;services;single;primary;no;8850;yes;yes;cellular;6;feb;1795;3;157;9;unknown;no
34;self-employed;single;secondary;no;14919;yes;yes;unknown;9;jun;2934;24;-1;7;unknown;no
39;technician;married;tertiary;no;5039;yes;no;unknown;27;sep;20;8;-1;7;failure;no
58;admin.;married;unknown;no;5114;yes;no;unknown;22;jun;1171;12;-1;8;unknown;no
85;technician;divorced;secondary;no;10411;no;no;cellular;19;apr;2685;2;-1;9;unknown;no
86;blue-collar;married;secondary;no;5469;yes;no;cellular;6;dec;2984;23;-1;5;failure;no
28;management;single;tertiary;no;13003;no;no;telephone;11;sep;735;1;26;1;failure;yes
73;management;married;secondary;no;4492;no;yes;cellular;2;feb;632;20;-1;8;unknown;no
68;student;married;secondary;no;2344;yes;no;unknown;18;jun;2687;14;-1;5;failure;no
38;management;married;secondary;no;-29;yes;no;unknown;28;jul;445;15;-1;0;failure;no
93;unemployed;married;secondary;no;11582;no;no;cellular;7;mar;286;23;-1;4;success;yes
43;technician;married;tertiary;no;7644;yes;no;cellular;24;apr;867;4;-1;6;unknown;yes
36;technician;single;secondary;no;1655;no;no;telephone;23;jul;664;20;378;0;unknown;yes
77;admin.;divorced;tertiary;no;13342;no;no;cellular;21;sep;1348;27;-1;6;unknown;no
88;technician;single;primary;yes;10534;no;no;cellular;4;may;2247;7;-1;4;unknown;yes
64;technician;married;secondary;no;10768;no;no;cellular;24;nov;2832;1;-1;4;unknown;no
88;admin.;single;secondary;no;4472;no;no;cellular;28;feb;1998;5;26;1;unknown;no
43;admin.;single;tertiary;no;7640;yes;no;unknown;25;aug;147;14;-1;3;failure;no
57;admin.;divorced;secondary;no;3124;no;no;cellular;7;sep;1836;6;-1;8;unknown;no
22;admin.;married;secondary;no;6650;yes;no;unknown;17;nov;2414;23;-1;1;failure;no
38;management;single;tertiary;no;843;yes;yes;cellular;4;nov;2268;7;-1;8;unknown;no
21;unknown;married;secondary;no;14976;yes;no;unknown;13;feb;227;12;-1;7;unknown;no
40;management;married;secondary;no;-1503;no;no;unknown;20;oct;305;7;281;3;other;no
32;management;divorced;secondary;yes;134;yes;no;telephone;26;oct;178;18;-1;1;unknown;no
25;unemployed;married;secondary;no;3412;no;no;cellular;19;jan;1911;22;-1;5;failure;no
58;blue-collar;married;secondary;no;2292;yes;no;cellular;4;apr;1499;16;-1;6;unknown;no
36;technician;divorced;primary;no;-1974;no;yes;cellular;25;jan;1997;9;152;1;unknown;yes
63;management;married;tertiary;no;10108;yes;no;cellular;13;jan;416;7;-1;7;unknown;no
45;management;divorced;tertiary;no;12470;yes;no;cellular;1;may;2657;23;-1;8;unknown;no
85;entrepreneur;single;secondary;no;253;yes;no;unknown;2;jul;2675;29;-1;4;unknown;yes
32;management;married;secondary;no;9490;yes;no;cellular;7;mar;2170;14;-1;5;unknown;no
54;admin.;married;tertiary;no;11379;yes;no;cellular;30;jul;2332;2;-1;5;unknown;no
18;student;single;secondary;no;10649;no;yes;cellular;25;may;2754;29;-1;9;unknown;yes
84;blue-collar;married;tertiary;no;7475;yes;no;unknown;23;oct;1775;13;-1;1;unknown;yes
41;technician;divorced;primary;no;12993;no;no;cellular;30;nov;1750;7;-1;0;unknown;no
44;housemaid;single;secondary;no;-914;yes;no;cellular;17;aug;2050;25;-1;4;unknown;no
57;blue-collar;married;tertiary;no;15;yes;no;unknown;29;jul;2807;19;-1;5;unknown;no
80;services;married;secondary;no;7907;yes;no;cellular;7;jan;261;2;-1;0;unknown;no
78;blue-collar;divorced;secondary;no;5123;yes;no;telephone;22;jan;1494;6;-1;7;failure;no
53;student;married;tertiary;no;11934;no;no;cellular;13;jul;331;12;-1;4;unknown;no
41;unemployed;married;tertiary;no;5084;no;yes;cellular;17;jun;260;29;-1;4;unknown;no
41;technician;single;tertiary;no;12248;yes;no;cellular;1;sep;2819;2;-1;7;failure;no
21;admin.;single;secondary;no;2467;no;yes;unknown;28;aug;446;17;270;7;unknown;no
84;retired;single;secondary;no;896;yes;no;cellular;2;jun;1239;26;-1;8;failure;yes
51;services;married;tertiary;no;8362;no;no;cellular;6;jun;772;12;-1;3;unknown;yes
74;technician;single;unknown;no;7342;no;no;cellular;12;sep;2526;20;-1;2;unknown;yes
66;admin.;single;tertiary;no;6937;no;no;cellular;13;dec;2616;9;-1;9;unknown;no
70;management;divorced;tertiary;no;12623;yes;no;cellular;20;apr;2914;26;-1;1;unknown;yes
40;management;divorced;primary;no;10707;yes;no;unknown;20;sep;2642;14;155;0;unknown;yes
86;blue-collar;married;tertiary;yes;3928;yes;no;unknown;22;nov;2487;3;-1;9;unknown;no
70;entrepreneur;single;tertiary;no;9226;no;yes;cellular;9;nov;199;3;-1;4;unknown;yes
79;management;divorced;tertiary;no;14858;no;no;cellular;17;aug;667;22;30;5;unknown;yes
58;technician;married;secondary;no;10168;yes;no;cellular;30;mar;2981;29;-1;7;unknown;no
74;technician;married;tertiary;no;12189;no;no;unknown;18;nov;2326;16;-1;5;failure;yes
77;retired;single;primary;no;4532;no;yes;cellular;8;apr;1158;6;-1;1;unknown;no
71;management;married;secondary;no;6702;yes;no;cellular;8;jul;293;8;-1;7;unknown;no
87;blue-collar;married;secondary;no;8452;no;yes;unknown;27;mar;2252;13;-1;4;unknown;yes
74;unknown;married;tertiary;no;3384;yes;no;cellular;11;mar;2924;26;-1;2;unknown;no
27;unknown;married;secondary;yes;307;yes;no;cellular;22;aug;1720;22;-1;5;unknown;no
57;technician;married;tertiary;no;14691;yes;no;cellular;22;may;84;8;-1;5;unknown;no
24;technician;married;secondary;no;7188;yes;no;cellular;28;dec;292;8;-1;2;unknown;no
55;entrepreneur;divorced;primary;no;7321;no;yes;unknown;8;may;2437;7;-1;6;unknown;no
78;technician;single;secondary;no;-1697;yes;no;cellular;18;aug;1161;5;-1;6;unknown;no
20;management;single;tertiary;no;4486;yes;no;cellular;18;jun;410;20;-1;6;failure;no
68;entrepreneur;married;secondary;no;3566;yes;no;cellular;13;may;508;1;-1;7;unknown;no
64;services;single;primary;no;1891;no;no;unknown;1;jan;617;13;-1;6;other;no
85;admin.;single;tertiary;no;7046;no;no;unknown;15;may;1080;22;-1;3;unknown;no
93;admin.;single;secondary;no;3724;no;no;cellular;22;aug;2139;8;-1;4;failure;no
55;management;married;tertiary;no;13579;yes;no;cellular;6;sep;783;11;-1;3;unknown;no
53;management;married;tertiary;no;3350;no;no;cellular;30;jun;1393;20;-1;1;failure;no
58;technician;single;tertiary;no;7009;no;no;cellular;6;nov;2618;7;-1;6;unknown;yes
86;blue-collar;single;secondary;no;12025;yes;yes;cellular;13;oct;1435;19;-1;2;unknown;no
30;blue-collar;single;secondary;no;7164;no;no;cellular;27;mar;770;29;-1;0;unknown;yes
75;blue-collar;married;secondary;no;2133;no;yes;unknown;2;aug;1976;21;-1;0;failure;no
67;admin.;married;secondary;no;7370;no;no;cellular;23;may;2240;7;-1;8;unknown;yes
47;admin.;single;primary;no;13862;no;no;cellular;19;feb;1140;16;-1;2;other;yes
79;self-employed;married;secondary;no;-1896;no;no;unknown;17;jan;706;12;-1;6;failure;no
42;management;single;primary;no;12269;yes;no;cellular;1;nov;2717;11;-1;8;unknown;yes
44;student;divorced;tertiary;no;6561;no;no;cellular;14;aug;1298;25;-1;6;unknown;no
68;unknown;single;tertiary;no;10389;no;yes;cellular;16;feb;2951;9;-1;7;unknown;no
74;self-employed;married;secondary;no;6855;yes;no;cellular;15;nov;623;7;-1;5;unknown;yes
64;admin.;married;secondary;no;14360;no;no;unknown;9;mar;740;20;-1;2;unknown;yes
56;admin.;single;unknown;no;12214;no;no;cellular;19;sep;196;22;-1;0;unknown;no
33;technician;divorced;secondary;no;4743;yes;no;cellular;8;jan;2337;29;-1;9;unknown;no
39;management;married;tertiary;no;588;no;no;unknown;15;aug;1509;14;-1;7;unknown;no
71;technician;married;secondary;no;-465;yes;yes;cellular;10;dec;765;4;-1;5;failure;no
38;technician;married;tertiary;no;12698;no;no;cellular;23;feb;1434;3;-1;1;unknown;yes
89;technician;single;tertiary;no;28;yes;no;cellular;29;aug;1446;9;-1;9;success;yes
33;unemployed;single;primary;no;12947;no;no;unknown;2;feb;1321;5;-1;7;unknown;yes
76;management;divorced;secondary;no;769;yes;no;cellular;18;jul;1010;24;-1;3;failure;no
48;entrepreneur;married;secondary;no;4486;no;no;cellular;20;mar;87;3;-1;9;other;no
59;unemployed;single;tertiary;no;5241;no;no;cellular;2;apr;175;25;-1;8;unknown;yes
91;management;married;primary;no;6135;yes;no;unknown;21;dec;2974;1;-1;8;failure;no
49;admin.;married;secondary;no;12173;no;no;unknown;12;nov;2325;18;-1;8;unknown;no
76;self-employed;single;secondary;no;10667;yes;no;cellular;10;jan;1366;13;-1;3;unknown;no
51;retired;married;tertiary;no;11801;no;no;unknown;12;dec;1320;4;-1;5;unknown;no
26;technician;married;tertiary;no;7340;no;no;unknown;7;oct;2471;18;-1;3;unknown;no
28;self-employed;single;secondary;no;12373;no;no;telephone;2;jan;1439;9;355;9;unknown;no
27;entrepreneur;married;secondary;no;2405;no;no;telephone;25;dec;1842;29;44;9;unknown;no
34;unemployed;married;primary;no;153;yes;no;cellular;1;nov;32;7;-1;4;unknown;no
85;technician;married;secondary;no;4296;yes;no;cellular;2;oct;1051;15;-1;6;unknown;no
65;self-employed;married;secondary;no;583;no;no;unknown;23;dec;208;13;-1;6;unknown;no
69;blue-collar;divorced;secondary;no;1043;yes;no;cellular;28;nov;2649;2;-1;9;unknown;no
42;management;married;unknown;no;10036;yes;no;cellular;21;aug;1617;11;-1;5;unknown;no
38;services;single;secondary;no;5036;yes;no;cellular;17;aug;247;27;-1;9;unknown;no
82;admin.;married;tertiary;no;14036;no;no;unknown;20;feb;2894;4;-1;3;unknown;no
80;blue-collar;married;secondary;no;4726;yes;no;telephone;8;apr;1381;29;-1;4;unknown;no
68;services;married;primary;no;2022;no;yes;cellular;21;feb;789;22;117;4;unknown;no
53;management;single;secondary;no;6392;no;no;unknown;12;aug;17;18;-1;8;unknown;no
83;management;married;secondary;no;8168;no;no;unknown;2;jul;2260;25;209;5;unknown;no
32;blue-collar;single;secondary;no;13103;yes;no;unknown;9;jul;1746;3;-1;3;unknown;no
56;management;married;tertiary;no;10262;yes;no;cellular;17;oct;2561;2;-1;5;unknown;no
87;technician;divorced;secondary;no;11207;yes;no;cellular;17;mar;1117;12;-1;6;unknown;no
18;blue-collar;single;secondary;no;4664;no;no;telephone;10;dec;856;4;-1;6;unknown;no
40;admin.;single;tertiary;no;1556;yes;no;cellular;13;nov;2969;14;-1;9;unknown;no
56;services;single;secondary;no;5304;yes;yes;cellular;5;may;2854;16;-1;2;unknown;no
74;unknown;single;secondary;no;-1635;yes;no;cellular;14;jan;1040;21;-1;5;unknown;no
51;retired;single;primary;no;13893;no;no;unknown;14;oct;1262;4;-1;6;unknown;no
58;blue-collar;married;tertiary;no;13866;no;no;cellular;15;nov;2575;12;-1;0;unknown;no
90;entrepreneur;married;tertiary;no;-1344;yes;no;cellular;25;apr;1690;19;-1;3;unknown;no
30;technician;single;primary;no;6352;yes;no;cellular;22;apr;2224;19;164;6;unknown;no
87;blue-collar;married;secondary;no;13096;no;no;cellular;5;jan;297;12;382;9;failure;yes
23;retired;married;tertiary;no;13447;yes;no;unknown;22;dec;1086;15;-1;0;unknown;no
69;management;married;tertiary;no;14928;no;yes;cellular;6;jul;997;29;-1;7;unknown;no
20;blue-collar;married;secondary;yes;10046;no;no;cellular;9;may;2844;3;-1;5;unknown;no
80;technician;single;tertiary;no;4426;no;no;cellular;29;jan;2410;19;-1;5;unknown;yes
66;services;married;secondary;no;-239;no;yes;cellular;9;may;2663;22;-1;2;unknown;no
93;services;divorced;secondary;no;-1044;no;yes;unknown;21;aug;2315;15;-1;5;unknown;no
64;blue-collar;divorced;primary;yes;6273;no;no;unknown;4;oct;499;20;-1;3;unknown;yes
72;admin.;divorced;secondary;no;12855;yes;no;cellular;1;aug;913;29;38;8;unknown;no
81;management;married;secondary;no;14830;yes;no;cellular;22;feb;216;23;-1;3;unknown;no
82;management;married;tertiary;no;11036;no;no;cellular;23;jan;645;7;182;5;unknown;no
84;blue-collar;divorced;secondary;no;7365;yes;yes;cellular;23;feb;1004;4;-1;5;unknown;no
32;admin.;divorced;secondary;no;4005;no;no;cellular;15;jun;1309;1;-1;0;unknown;no
49;admin.;single;primary;no;11844;yes;no;cellular;14;may;2593;9;333;3;unknown;no
85;unknown;married;tertiary;no;-1355;no;no;unknown;1;apr;2770;7;142;8;failure;no
35;technician;married;tertiary;no;-1622;no;no;telephone;6;aug;1721;22;-1;9;unknown;no
60;technician;single;secondary;no;5109;no;yes;cellular;8;may;967;5;-1;5;unknown;no
52;blue-collar;married;secondary;no;9925;yes;no;unknown;3;apr;2740;25;291;3;unknown;no
75;unemployed;single;primary;yes;12911;no;no;unknown;17;nov;783;29;-1;6;failure;yes
50;blue-collar;single;secondary;no;11163;yes;no;cellular;29;aug;921;9;-1;9;unknown;no
31;management;single;primary;no;-1613;yes;no;unknown;23;dec;1472;26;-1;6;unknown;yes
51;technician;married;secondary;no;8111;yes;no;unknown;20;jan;1720;27;-1;4;failure;no
78;entrepreneur;married;tertiary;no;10683;no;yes;cellular;28;sep;2074;6;-1;3;unknown;no
21;management;divorced;secondary;no;12310;yes;no;unknown;5;feb;1515;24;-1;3;unknown;no
76;blue-collar;single;secondary;no;13209;no;no;cellular;18;aug;2309;23;-1;6;unknown;no
46;blue-collar;single;secondary;no;771;no;no;cellular;7;sep;646;12;-1;5;unknown;no
23;retired;single;secondary;no;2169;no;no;cellular;30;oct;2736;13;223;3;success;yes
66;services;single;secondary;no;8055;no;no;unknown;17;aug;2569;1;-1;2;failure;no
57;technician;single;primary;no;2019;no;yes;cellular;15;sep;1133;15;17;1;unknown;no
82;management;married;tertiary;no;3856;no;no;cellular;20;apr;1456;16;285;3;unknown;yes
86;self-employed;married;secondary;no;12650;no;no;cellular;24;nov;1502;2;-1;6;unknown;yes
44;admin.;married;secondary;no;13927;yes;no;cellular;16;feb;623;9;-1;1;unknown;no
23;blue-collar;married;primary;no;10715;yes;no;telephone;13;mar;1636;10;-1;8;unknown;no
30;unknown;married;tertiary;no;14418;yes;no;cellular;28;aug;1809;20;-1;8;failure;no
81;admin.;married;secondary;no;11682;yes;no;cellular;7;may;266;27;-1;5;unknown;no
79;services;divorced;tertiary;no;13260;yes;no;unknown;15;nov;777;16;-1;8;unknown;no
36;blue-collar;married;secondary;no;9831;no;no;telephone;23;apr;667;15;277;0;other;no
93;services;married;secondary;no;10164;no;no;unknown;23;mar;53;3;-1;5;unknown;no
60;services;married;tertiary;no;5618;yes;no;cellular;28;nov;2821;2;-1;2;failure;no
91;blue-collar;single;primary;no;1380;no;no;cellular;5;mar;394;8;-1;5;unknown;no
37;blue-collar;married;secondary;yes;13163;yes;no;unknown;27;oct;511;16;-1;4;failure;no
85;self-employed;married;secondary;no;12725;yes;no;cellular;12;oct;800;23;-1;4;unknown;no
61;management;married;tertiary;no;6367;no;no;unknown;28;jul;324;9;-1;0;failure;no
40;blue-collar;single;secondary;no;2687;no;yes;cellular;10;nov;95;3;-1;4;unknown;no
19;services;divorced;secondary;no;11474;yes;no;cellular;19;dec;2026;17;39;5;success;no
39;blue-collar;divorced;secondary;no;11201;yes;no;cellular;10;aug;173;13;-1;0;other;no
74;technician;married;secondary;no;-414;yes;no;cellular;29;may;343;16;-1;9;unknown;no
89;management;single;secondary;no;6056;yes;no;cellular;7;aug;2252;25;-1;6;unknown;no
24;admin.;married;secondary;no;11590;no;no;cellular;24;sep;54;5;-1;0;unknown;no
73;services;married;secondary;no;3422;no;yes;telephone;23;apr;1770;5;-1;6;unknown;no
84;management;married;secondary;no;-1048;no;no;cellular;22;feb;709;3;127;8;unknown;no
33;blue-collar;married;secondary;no;3365;yes;yes;cellular;15;may;2273;13;-1;6;unknown;yes
68;management;single;secondary;no;10521;no;no;cellular;9;feb;1640;8;-1;9;unknown;no
89;blue-collar;married;secondary;no;8906;yes;yes;cellular;29;oct;1814;8;-1;4;unknown;no
29;blue-collar;married;tertiary;no;978;no;no;cellular;27;feb;1713;17;-1;2;unknown;yes
70;blue-collar;married;tertiary;no;11750;yes;no;unknown;6;jun;2349;15;-1;6;unknown;no
92;housemaid;married;secondary;no;8001;no;no;cellular;21;oct;219;4;387;5;unknown;no
22;blue-collar;single;tertiary;no;8998;no;no;cellular;11;nov;427;22;350;7;unknown;yes
44;services;single;tertiary;no;10343;no;yes;cellular;6;oct;140;25;-1;7;unknown;no
29;services;single;secondary;no;9951;yes;no;telephone;26;jan;2502;18;-1;9;unknown;yes
34;management;married;secondary;no;12691;no;no;cellular;20;feb;1967;7;-1;5;failure;yes
23;technician;married;primary;no;9520;no;no;cellular;29;may;2192;10;-1;6;unknown;no
22;technician;married;tertiary;no;2908;no;yes;cellular;15;oct;2573;1;-1;2;failure;no
